SKU,Localised For,Title,Subtitle,Product Description,Additional Info,Group Picture URL,Picture URL 1,Picture URL 2,Picture URL 3,Picture URL 4,Picture URL 5,Picture URL 6,Picture URL 7,Picture URL 8,Picture URL 9,Picture URL 10,Picture URL 11,Picture URL 12,Picture URL 13,Picture URL 14,Picture URL 15,Picture URL 16,Picture URL 17,Picture URL 18,Picture URL 19,Picture URL 20,Picture URL 21,Picture URL 22,Picture URL 23,Picture URL 24,UPC,ISBN,EAN,MPN,Brand,ePID,Attribute Name 1,Attribute Value 1,Attribute Name 2,Attribute Value 2,Attribute Name 3,Attribute Value 3,Attribute Name 4,Attribute Value 4,Attribute Name 5,Attribute Value 5,Attribute Name 6,Attribute Value 6,Attribute Name 7,Attribute Value 7,Attribute Name 8,Attribute Value 8,Attribute Name 9,Attribute Value 9,Attribute Name 10,Attribute Value 10,Attribute Name 11,Attribute Value 11,Attribute Name 12,Attribute Value 12,Attribute Name 13,Attribute Value 13,Attribute Name 14,Attribute Value 14,Attribute Name 15,Attribute Value 15,Attribute Name 16,Attribute Value 16,Attribute Name 17,Attribute Value 17,Attribute Name 18,Attribute Value 18,Attribute Name 19,Attribute Value 19,Attribute Name 20,Attribute Value 20,Attribute Name 21,Attribute Value 21,Attribute Name 22,Attribute Value 22,Attribute Name 23,Attribute Value 23,Attribute Name 24,Attribute Value 24,Attribute Name 25,Attribute Value 25,Attribute Name 26,Attribute Value 26,Attribute Name 27,Attribute Value 27,Attribute Name 28,Attribute Value 28,Attribute Name 29,Attribute Value 29,Attribute Name 30,Attribute Value 30,Condition,Condition Description,Measurement System,Length,Width,Height,Weight Major,Weight Minor,Package Type,Total Ship To Home Quantity,Channel Id,Category,Shipping Policy,Payment Policy,Return Policy,List Price,Max Quantity Per Buyer,Strikethrough Price,Minimum Advertised Price,Minimum Advertised Price Handling,Store Category Name 1,Store Category Name 2,Sold Off eBay,Sold On eBay,Apply Tax,Tax Category,VAT Percent,Include eBay Product Details,Domestic Shipping P1 Cost,Domestic Shipping P1 Additional Cost,Domestic Shipping P1 Surcharge,Domestic Shipping P2 Cost,Domestic Shipping P2 Additional Cost,Domestic Shipping P2 Surcharge,Domestic Shipping P3 Cost,Domestic Shipping P3 Additional Cost,Domestic Shipping P3 Surcharge,Domestic Shipping P4 Cost,Domestic Shipping P4 Additional Cost,Domestic Shipping P4 Surcharge,International Shipping P1 Cost,International Shipping P1 Additional Cost,International Shipping P1 Surcharge,International Shipping P2 Cost,International Shipping P2 Additional Cost,International Shipping P2 Surcharge,International Shipping P3 Cost,International Shipping P3 Additional Cost,International Shipping P3 Surcharge,International Shipping P4 Cost,International Shipping P4 Additional Cost,International Shipping P4 Surcharge,International Shipping P5 Cost,International Shipping P5 Additional Cost,International Shipping P5 Surcharge,Template Name,Custom Fields,Eligible For eBay Plus,
"SKU-3606468262","de_DE","TEXTAR Bremsscheibe 320mm 30mm für Mercedes-Benz S-Klasse 92056600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Einbauposition",,"Bremsscheibenart",,"Material",,"Im Lieferumfang enthalten",,"Besonderheiten",,"Bremsscheiben-Aussendurchmesser",,"OE/OEM Referenznummer(n)",,"Herstellergarantie",,"Länge",,"Mindestdicke",,"Oberflächenbeschaffenheit",,"Stärke",,"Vergleichsnummer",,"Hersteller","Textar","Produktart","Bremsscheibe","Oldtimer-Teil","Nein","Ursprungsland",,"Tuning- & Styling-Teil","Nein","Universelle Kompatibilität","Nein","Herstellernummer","92056600","Höhe","82","Lochkreis","112",,,,,,,,,,,,,,,,,,,,,,,,,,,,33564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-3264592188","de_DE","Thule Bodenmatte 20201523 Gummi Schwarz NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Besonderheiten",,"Reifengröße",,"Vintage",,"Maximale Belastbarkeit",,"Höhe",,"Breite",,"Länge",,"Anzahl der Einheiten",,"Marke","Thule","Produktart","Haustieranhänger","Anzahl der Sitze","2","Modell","Thule Chariot Cross 2","Material","Gummi","Farbe","Schwarz","Ursprungsland",,"Herstellergarantie","2 Jahre","Herstellernummer","20201523","Gewicht","1","Maßeinheit","kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-9706798890","de_DE","Thule Fixpunkt Befestigungskit KIT187033 für Evo Dachträger, Schwarz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Duft",,"Besonderheiten",,"Volumen",,"Zimmer",,"Anlass",,"Größe",,"Stromquelle",,"Charakter Familie",,"Original/Reproduktion",,"Abteilung",,"Anzahl der Einheiten",,"Breite",,"Dauer",,"Durchmesser",,"Effekt",,"Epoche",,"Feuchtigkeitskontrolle",,"Finish",,"Gewicht",,"Gütesiegel & Kennzeichnungen",,"Herstellungsjahr",,"Herstellungszeitraum",,"Höhe",,"Länge",,"Maßeinheit",,"Materialform",,"Muster",,"Produktlinie",,"Schallpegel",,"Smart Home Kommunikationsprotokoll",,,,,,,,,,,,,166724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5602954541","de_DE","Tischleuchte 165mm Innenbereich Vintage-Design Kompakte Bauweise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Energieeffizienzklasse",,"Lichtfarbe",,"Herstellernummer",,"EEK Spektrum",,"Anzahl der Einheiten",,"Maßeinheit",,"Anzahl der Lichter",,"Armlänge",,"Farbtemperatur",,"Gesamthöhe",,"Länge",,"Leistung",,"Sockel",,"Marke","EGLO","Farbe",,"Besonderheiten","Vintage-Design, Kompakte Bauweise","Stil",,"Ursprungsland",,"Drehbarkeit des Leuchtenkopfes","Nein","Form","Rund","IP-Schutzart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-6274769815","de_DE","TNP Products RJ45 Splitter/Combiner 60W Schwarz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anschluss Splitter/Doppler",,"Anschluss B",,"Besonderheiten",,"Anzahl der Einheiten",,"Herstellernummer",,"Kabellänge",,"Maßeinheit",,"Herstellergarantie",,"Breite",,"Höhe",,"Länge",,"Markenkompatibilität",,"Modellkompatibilität",,"Anschluss A","RJ45","Produktart","RJ45 Splitter/Combiner","Marke","TNP Products","Farbe","Schwarz","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5795572847","de_DE","TOM Strandmuschel Pop-Up UV 50+ Sonnenschutz Mint",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Farbe",,"Anzahl der Fenster",,"Größe",,"Herstellernummer",,"Anzahl der Einheiten",,"Breite",,"Fensterabmessungen",,"Form",,"Gewicht",,"Höhe",,"Länge",,"Maßeinheit",,"Modell",,"Wassersäule",,"Besonderheiten",,"Marke","TOM","Produktart","Schutzdach","Material","190T PU-Gewebe, silberbeschichtet innen","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-3825799024","de_DE","Tommy Hilfiger Damen Langarmshirt Gr.L Slim Fit Bretonstreifen Marineblau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Akzente",,"Besonderheiten",,"Jahreszeit",,"Verschluss",,"Ärmelart",,"Träger-/Riemenart",,"Größenkategorie",,"Textilpflege",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Produktart","Langarmshirt","Größe","L","Marke","Tommy Hilfiger","Abteilung","Damen","Farbe","Breton Desert Sky","Material","100% Baumwolle","Stil","Casual","Ärmellänge","3/4-Ärmel","Gewebeart","Jersey","Muster","Gestreift","Ausschnitt","U-Boot-Ausschnitt","Thema","Klassisch, Maritim","Charakter","Tommy","Anlass","Freizeit","Passform","Slim Fit","Ursprungsland","Jersey","Vintage","Nein","Handgefertigt","Nein","Personalisieren","Nein","Herstellernummer","wwoww405890A6",,,,,,,,,,,,53159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-6560672722","de_DE","Tommy Hilfiger Damen Langarmshirt Slim Fit U-Boot Streifen M Navy/Ecru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gewebeart",,"Thema",,"Akzente",,"Jahreszeit",,"Verschluss",,"Ärmelart",,"Träger-/Riemenart",,"Größenkategorie",,"Vintage",,"Textilpflege",,"Handgefertigt",,"Personalisieren",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Produktart","Langarmshirt","Größe","M","Marke","Tommy Hilfiger","Abteilung","Damen","Farbe","Breton Desert Sky","Material","100% Baumwolle","Stil","Casual","Ärmellänge","Dreiviertelarm","Muster","Gestreift","Ausschnitt","Rundhals","Charakter","Tommy","Anlass",,"Besonderheiten",,"Passform","Slim Fit","Ursprungsland",,"Herstellernummer","wwoww405890A6",,,,,,,,,,,,53159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-6307001376","de_DE","Tommy Hilfiger Essential Runner Metallics Sneaker Ancient White Größe 40 Neu mit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modell",,"Produktlinie",,"UK-Schuhgröße",,"US-Schuhgröße",,"Schuhschaft-Typ",,"Innensohlenmaterial",,"Laufsohlenmaterial",,"Futtermaterial",,"Schuhweite",,"Erscheinungsjahr",,"Herstellungsjahr",,"Jahreszeit",,"Aktivität",,"Produktart",,"Vintage",,"Signiert",,"Muster",,"Stollentyp",,"Herstellernummer",,"Individualisiert",,"Anzahl der Einheiten",,"Maßeinheit",,"Pronation",,"Marke","Tommy Hilfiger","EU-Schuhgröße","40","Abteilung","Damen","Stil","Sneaker, Low-Top","Farbe","Ancient White / Weiß-Gold","Charakter","Tommy","Obermaterial","Unbekannt",,,,,,,,,,,,15709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-8559262370","de_DE","Tommy Hilfiger Jungen Langarmshirt 100% Baumwolle Dunkelblau 164-176 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charakter Familie",,"Gewebeart",,"Besonderheiten",,"Jahreszeit",,"Verschluss",,"Brustumfang",,"Vintage",,"Personalisieren",,"Handgefertigt",,"Kragenart",,"Produktlinie",,"Textilpflege",,"Waschung",,"Anleitung für Personalisierung",,"Marke","Tommy Hilfiger","Größe","164-176 cm","Abteilung","Jungen","Produktart","Langarmshirt","Ärmellänge","Langarm","Farbe","Dunkelblau","Thema",,"Charakter","Tommy","Aktivität",,"Muster","Unifarben","Anlass","Freizeit","Stil","Casual","Ursprungsland",,"Material","Baumwolle","Akzente",,"Ausschnitt","Rundhals",,,,,,,,,,,,260966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-6634800828","de_DE","Tommy Hilfiger Pullover Gr.xL Herren Baumwolle Kaschmir Dunkelblau NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jahrzehnt",,"Größenkategorie",,"Original/Reproduktion",,"Look",,"Stil","Casual","Material","Baumwolle, Kaschmir","Marke","Tommy Hilfiger","Ursprungsland",,"Größe","XL","Herstellernummer","MW0MW28046DW5","Farbe","Dunkelblau","Anlass","Freizeit, Business Casual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-1041108089","de_DE","Tommy Hilfiger T-Shirt MWOMW34388 YBR Herren Gr. L Baumwolle Weiß NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Original/Reproduktion",,"Größenkategorie",,"Jahrzehnt",,"Look",,"Anlass",,"Design",,"Marke","Tommy Hilfiger","Ursprungsland",,"Material","Baumwolle","Größe","L","Herstellernummer","MWOMW34388 YBR","Farbe","Weiß",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4500500397","de_DE","TOMMY JEANS Damen Zip-Off Cargo Hose Faded Willow Gr. S Nylon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marke","TOMMY JEANS","Farbe","Faded Willow","Geschlecht","Damen","Größe","S","Material","Nylon","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5980539717","de_DE","Tommy Jeans Herren V-Neck T-Shirt Slim Fit Gr. M Navy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thema",,"Charakter Familie",,"Akzente",,"Muster",,"Gewebeart",,"Jahreszeit",,"Textilpflege",,"Größenkategorie",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Herstellungsjahr",,"Marke","Tommy Hilfiger","Produktart","T-Shirt","Abteilung","Herren","Größe","M","Farbe","Blau","Charakter","Tommy","Ausschnitt","V-Ausschnitt","Ärmellänge","Kurzarm","Material",,"Ursprungsland",,"Besonderheiten",,"Passform","Slim Fit","Produktlinie","Tommy Jeans","Vintage","Nein","Personalisieren","Nein","Handgefertigt","Nein","Modell","TJM XSLIM JASPE V NECK","Herstellernummer","DMODM09587 C1G","Maßeinheit","m",,,,,,,,,,,,15687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-0651722148","de_DE","Topeak Bento Pack, Oberrohrtasche 0,85 L (TC2333B)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Besonderheiten",,"Position",,"Anzahl der Taschen",,"Kompatibel mit",,"Kapazität",,"Thema",,"Verschluss",,"Sportart/Aktivität",,"Breite",,"Höhe",,"Länge",,"Anzahl der Einheiten",,"Gewicht",,"Herstellergarantie",,"Pflegeanleitung",,"Produktlinie",,"Tiefe",,"Marke","Topeak","Produktart","Einzelne Fahrradtasche","Farbe","Schwarz","Material","Robustes, wasserabweisendes Gewebe (Synthetik)","Größe","L","Ursprungsland",,"Modell","Bento Pack","Maßeinheit","L","Herstellernummer","TC2333B",,,,,,,,,,,,,,,,,,,,177833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-7237772440","de_DE","Topeak Standpumpe JoeBlow Urban EX mit Fußmanometer 8 bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Adapter",,"Manometer Typ",,"Stromquelle",,"Ventiltyp",,"Farbe",,"Maximaler Betriebsdruck",,"Herstellergarantie",,"Sportart/Aktivität",,"Gewicht",,"Höhe",,"Luftschlauchlänge",,"Länge",,"Set enthält",,"Anzahl der Einheiten",,"Breite",,"Maßeinheit",,"Spannung",,"Marke","Topeak","Produktart","Standpumpe","Besonderheiten",,"Maßeinheiten","Bar","Ursprungsland",,"Herstellernummer","TJB-UET1","Material","Metallzylinder, Kunststoffgehäuse","Modell","JoeBlow Urban EX",,,,,,,,,,,,,,,,,,,,,,22691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4996518676","de_DE","Topeak Weatherproof DynaWedge Strap Mount - Large (0.6 L)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kompatibel mit",,"Sportart/Aktivität",,"Besonderheiten",,"Anzahl der Taschen",,"Thema",,"Länge",,"Höhe",,"Breite",,"Modell",,"Gewicht",,"Tiefe",,"Anzahl der Einheiten",,"Herstellergarantie",,"Herstellernummer",,"Marke","Topeak","Produktart","Satteltasche","Material","210D & 420D Nylon mit PU-Beschichtung","Rahmenmaterial",,"Farbe","Schwarz","Griff-/Gurtmaterial",,"Größe",,"Verschluss",,"Ursprungsland",,"Maßeinheit",,,,,,,,,,,,,,,,,,,,,,,,,177835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-1097223332","de_DE","TOPSTAR Kinderdrehstuhl NIC Sportswagen - Ergonomisch für Kinder, Schwarz/Hellbl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Einheiten",,"Höhe Armlehne",,"Marke","TOPSTAR","Herstellernummer","70570JD3","Maßeinheit",,"Ursprungsland","Deutschland","Anzahl der Rollen","nicht angegeben","Besonderheiten","Made in Germany, 3 Jahre Garantie","Gesamtbreite","nicht angegeben","Gesamthöhe","nicht angegeben","Gesamttiefe","nicht angegeben","Höhe Rückenlehne","41","Max. Belastbarkeit","60","Sitzbreite","44","Sitztiefe","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-7926913408","de_DE","Toptrek Fahrradabdeckung 210D Oxford – Wasserdicht, UV-Schutz & Diebstahlschutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maximale Belastbarkeit",,"Gewicht",,"Anzahl der Einheiten",,"Herstellergarantie",,"Maßeinheit",,"Produktart","Abdeckplane/Schutzhülle","Befestigungsart","Boden","Maximale Anzahl an Fahrräder","2","Material","210D Oxford-Gewebe","Marke","TOPTREK","Farbe","Schwarz","Ursprungsland","Deutschland","Herstellernummer","846236311","Länge","200 cm","Breite","70 cm","Höhe","110 cm","Modell","Fahrradabdeckung 210D","Vintage","Nein",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-9116827107","de_DE","Toyfel Zahlenwurfspiel Tölky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altersempfehlung",,"Farbe",,"Herstellernummer",,"Produktart","Zahlenwurfspiel","Marke","Toyfel","Ursprungsland","Finnland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-6148008788","de_DE","TPE Yoga Yogamatte Grün - Rutschfest & Komfortabel für Fitness & Pilates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Breite",,"Herstellernummer",,"Länge",,"Form",,"Höhe",,"Modell",,"Anzahl der Einheiten",,"Durchmesser",,"Veranstaltung",,"Ereignistyp",,"Mannschaft",,"Pflegeanleitung",,"Set enthält",,"Anleitung für Personalisierung",,"Produktart","Yogamatte","Sportart/Aktivität","Yoga","Marke","TPE Yoga","Farbe","Grün","Besonderheiten","Rutschfest","Anzahl der Teile","1","Material","TPE","Ursprungsland",,"Abteilung","Unisex Erwachsene","Gewicht","1","Größe","183 x 61 cm","Personalisieren","Nein","Maßeinheit","kg","Personalisiert","Nein",,,,,,,,,,,,,,,,158928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-0121175685","de_DE","TRESKO Hund Katze Transportbox L Anthrazit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gebiet",,"Echtheit",,"Motiv",,"Zertifizierung",,"Erhaltungsgrad",,"MICHEL-Nummer",,"MICHEL-Katalogwert",,"Erhaltungszustand",,"Angebotsumfang",,"Expertengeprüft",,"Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-6221197450","de_DE","TRIGGER POINT SYSTEMS Fitnessbänder Set Textil Grau Schwarz Hellgrau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sichtbares Logo",,"Besonderheiten",,"Jahreszeit",,"Motorrad-Stil",,"Protektoren",,"Jackenlänge",,"Verschluss",,"Futtermaterial",,"Halsausschnitt",,"Vintage",,"CE-Level",,"Größenkategorie",,"Personalisiert",,"Isoliermaterial",,"Taschentyp",,"Gütesiegel & Kennzeichnungen",,"Herstellernummer",,"Herstellergarantie",,"Textilpflege",,"Brustweite",,"Schichten",,"Marke","TRIGGER POINT SYSTEMS","Zielgruppe","Unisex Erwachsene","Größe","M","Material","Leder & Textil","Farbe","Grau","Anzahl der Taschen","3","Ursprungsland",,"Anzahl der Einheiten","3","Maßeinheit","m",,,,,,,,,,,,177117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5583443162","de_DE","Triumph Damen Zebra Bikini-Oberteil, C-Cup, gepolstert, schwarz-weiß",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schwimmunterteil-Stil",,"Besonderheiten",,"Schwimmoberteil-Stil",,"Akzente",,"Muster",,"Träger-/Riemenart",,"Anzahl der Teile",,"Vintage",,"Personalisieren",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Textilpflege",,"Produktart","Bikini-Oberteil","Größe","42","Marke","Triumph","Abteilung","Damen","Körbchengröße","C","Farbe","Schwarz-Weiß","Thema","Zebra","Material","Polyamid, Polyester","Ursprungsland",,"Größenkategorie","Normalgröße","Herstellernummer","30111029","Maßeinheit","L",,,,,,,,,,,,,,,,,,,,,,,,63867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-3857652007","de_DE","Triumph Summer Allure Damen Bikinihose Maxi Slip Zebra Schwarz-Weiß Gr. 42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schwimmunterteil-Stil",,"Körbchengröße",,"Besonderheiten",,"Schwimmoberteil-Stil",,"Akzente",,"Muster",,"Träger-/Riemenart",,"Anzahl der Teile",,"Größenkategorie",,"Vintage",,"Personalisieren",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Maßeinheit",,"Textilpflege",,"Produktart","Bikinihose","Größe","42","Marke","Triumph","Abteilung","Damen","Farbe","Schwarz-Weiß","Thema","Zebra","Material","Polyamid, Polyester","Ursprungsland",,"Herstellernummer","10218721",,,,,,,,,,,,,,,,,,,,,,,,63867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5868736484","de_DE","TRW Bremsbelagsatz Hinterachse für VW Polo, Seat Leon, Skoda Octavia GDB1330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Material",,"Im Lieferumfang enthalten",,"Herstellergarantie",,"Tuning- & Styling-Teil",,"Oldtimer-Teil",,"OE/OEM Referenznummer(n)",,"Vergleichsnummer",,"Produktart","Bremsbelagsatz","Hersteller","TRW","Einbauposition","Hinterachse","Anzahl pro Packung","4","Besonderheiten","Geräuscharmer Lauf","Ursprungsland","Spanien","Herstellernummer","GDB1330","Breite","87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4873494474","de_DE","TRW Bremsscheibe Hinterachse 9mm für Honda Accord DF4982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Im Lieferumfang enthalten",,"Besonderheiten",,"Bremsscheiben-Aussendurchmesser",,"OE/OEM Referenznummer(n)",,"Herstellergarantie",,"Höhe",,"Länge",,"Mindestdicke",,"Oberflächenbeschaffenheit",,"Stärke",,"Vergleichsnummer",,"Hersteller","TRW","Einbauposition","Hinten","Produktart","Bremsscheibe","Bremsscheibenart","Belüftet","Material","Stahl","Oldtimer-Teil","Nein","Ursprungsland",,"Tuning- & Styling-Teil","Nein","Universelle Kompatibilität","Nein","Herstellernummer","DF4982","Lochkreis","114,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,33564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-2941051529","de_DE","TRW Bremsscheibe Vorderachse für Audi A4 A5 A6 DF4866S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Einbauposition",,"Im Lieferumfang enthalten",,"Oldtimer-Teil",,"Tuning- & Styling-Teil",,"Universelle Kompatibilität",,"Besonderheiten",,"Bremsscheiben-Aussendurchmesser",,"OE/OEM Referenznummer(n)",,"Herstellergarantie",,"Höhe",,"Lochkreis",,"Länge",,"Mindestdicke",,"Oberflächenbeschaffenheit",,"Stärke",,"Vergleichsnummer",,"Hersteller","TRW","Produktart","Bremsscheibe","Bremsscheibenart","Innenbelüftet","Material","Gusseisen","Ursprungsland",,"Herstellernummer","DF4866S",,,,,,,,,,,,,,,,,,,,,,,,,,,,33564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-2312450352","de_DE","TT. BAGATT Leder Stiefeletten Damen EU 36 Cognac Echtleder NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schuhschaft-Typ",,"AU-Schuhgröße",,"UK-Schuhgröße",,"US-Schuhgröße",,"Thema",,"Schuhweite",,"Schuhspitze",,"Produktlinie",,"Gewebeart",,"Muster",,"Vintage",,"Wadenweite",,"Personalisieren",,"Individualisiert",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Charakter",,"Herstellernummer",,"Maßeinheit",,"EU-Schuhgröße","36","Abteilung","Damen","Marke","Bagatt","Produktart","Stiefeletten","Farbe","Braun","Obermaterial","Leder","Stil","Stiefelette","Laufsohlenmaterial","Gummi","Innensohlenmaterial","Gummi","Futtermaterial","Stoff","Jahreszeit",,,,,,,,,,,,,53557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-3067192877","de_DE","TT. BAGATT Leder Stiefeletten Damen EU 38 Echtleder NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thema",,"Produktlinie",,"Gewebeart",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Herstellernummer",,"Maßeinheit",,"EU-Schuhgröße","38","Abteilung","Damen","Marke","Bagatt","Produktart","Stiefel","Farbe","Braun","Obermaterial","Leder","Stil","Stiefelette","Laufsohlenmaterial","Thermoplastischer Gummi","Innensohlenmaterial","Gummi","Futtermaterial","Textil","Schuhschaft-Typ","Knöchel","Jahreszeit","Winter","AU-Schuhgröße","8","UK-Schuhgröße","8","US-Schuhgröße","8","Modell","Chelsea","Besonderheiten",,"Absatzart","Blockabsatz","Schuhweite","Standard","Akzente","Reißverschluss","Ursprungsland",,"Verschluss","Reißverschluss","Schuhspitze","Runde Form",,,,,,,,,,,,53557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
